 1  1  4.046471680839e+04
 1  3  3.078108399181e+04
 1  4  2.301441805431e+04
 1  6  1.308922958566e+04
 1  9  6.226209348657e+02
 1 10  5.369869801092e+02
 1 11  4.725572498920e+02
 1 12  4.230206156286e+02
 1 13  3.696394377578e+02
 1 14  3.184573349153e+02
 1 15  2.774727291694e+02
 1 16  2.339513923264e+02
 1 17  1.949805363779e+02
 1 18  1.611278822267e+02
 1 19  1.275431770402e+02
 1 20  1.015503957459e+02
 1 21  7.686747004188e+01
 1 22  5.966640718530e+01
 1 23  4.412067040028e+01
 1 24  3.114009455906e+01
 1 25  2.076279834523e+01
 1 26  1.284124292113e+01
 1 27  7.731888278309e+00
 1 28  4.286909471374e+00
 1 29  2.277674080574e+00
 1 30  1.058507338395e+00
 1 31  3.868376182076e-01
 1 32  1.108469180478e-01
 1 33  5.196489926546e-03
 3  3  2.411215040790e+04
 3  4  1.842072181424e+04
 3  6  1.028037008523e+04
 3  9  4.939921987353e+02
 3 10  4.163575829967e+02
 3 11  3.598769182811e+02
 3 12  3.184286641659e+02
 3 13  2.737800117388e+02
 3 14  2.315297734805e+02
 3 15  1.990814289707e+02
 3 16  1.646976596682e+02
 3 17  1.345476668222e+02
 3 18  1.091371324252e+02
 3 19  8.411708432950e+01
 3 20  6.552139895210e+01
 3 21  4.808716747958e+01
 3 22  3.656761203986e+01
 3 23  2.636822884889e+01
 3 24  1.810598445900e+01
 3 25  1.168250749226e+01
 3 26  6.929657232005e+00
 3 27  4.014921443957e+00
 3 28  2.129189190397e+00
 3 29  1.086473774439e+00
 3 30  4.849896111972e-01
 3 31  1.686570060063e-01
 3 32  4.702965033483e-02
 3 33  2.176832566083e-03
 4  4  1.434129870388e+04
 4  6  7.887682597628e+03
 4  9  3.807859651787e+02
 4 10  3.123942474590e+02
 4 11  2.646151518451e+02
 4 12  2.316441351229e+02
 4 13  1.961372866665e+02
 4 14  1.629991809190e+02
 4 15  1.387106468152e+02
 4 16  1.130349660824e+02
 4 17  9.094772590507e+01
 4 18  7.286508133960e+01
 4 19  5.516172573275e+01
 4 20  4.241906015764e+01
 4 21  3.058020010851e+01
 4 22  2.302782457632e+01
 4 23  1.642566113834e+01
 4 24  1.116819228486e+01
 4 25  7.132320886787e+00
 4 26  4.183693182882e+00
 4 27  2.406298995201e+00
 4 28  1.268461745628e+00
 4 29  6.452813334001e-01
