 0  0  3.651235500941e+03
 0  1  4.266934248701e+04
 0  2 -7.165119199294e+04
 0  3 -1.348904820002e+04
 0  4 -3.249231701745e+03
 0  5 -1.243447154456e+03
 0  7  3.964615808097e+03
 0  8  1.983080981285e+03
 0  9 -9.326943786208e+01
 0 10 -9.227156719525e+01
 0 11 -9.131400288573e+01
 0 12 -9.018454541388e+01
 0 13 -8.888368935154e+01
 0 14 -8.746013204819e+01
 0 15 -8.356600134936e+01
 0 16 -7.808911050266e+01
 0 17 -7.798638407609e+01
 0 18 -7.772580374718e+01
 0 19 -7.767783731663e+01
 0 20 -7.158196471544e+01
 0 21 -6.499919198335e+01
 0 22 -6.251308607302e+01
 0 23 -6.029808732608e+01
 0 24 -5.303442452317e+01
 0 25 -4.906602311136e+01
 0 26 -4.520295024407e+01
 0 27 -4.066823518685e+01
 0 28 -3.707063522228e+01
 0 29 -3.347831327488e+01
 0 30 -3.047047322860e+01
 0 31 -2.756639248295e+01
 0 32 -2.473245038587e+01
 0 33 -2.240180689441e+01
 0 34 -2.007734885677e+01
 0 35 -1.773711848504e+01
 0 36 -1.554207291638e+01
 0 37 -1.340191164062e+01
 0 38 -1.136083715213e+01
 0 39 -9.423870840574e+00
 0 40 -7.545773224755e+00
 0 41 -5.911028898546e+00
 0 42 -4.496947490218e+00
 0 43 -3.204456465289e+00
 0 44 -2.249630319639e+00
 1  1  9.737472871712e+05
 1  2 -1.531355138794e+06
 1  3 -3.681481229706e+05
 1  4 -8.932521860271e+04
 1  5 -3.094613132817e+04
 1  7  1.011150027145e+05
 1  8  5.057498397169e+04
 1  9 -2.575376637849e+03
 1 10 -2.573340407495e+03
 1 11 -2.573024481459e+03
 1 12 -2.570169031103e+03
 1 13 -2.565141221465e+03
 1 14 -2.558757666122e+03
 1 15 -2.445202786696e+03
 1 16 -2.244070906610e+03
 1 17 -2.267137175228e+03
 1 18 -2.285714817958e+03
 1 19 -2.306655396467e+03
 1 20 -2.086126835335e+03
 1 21 -1.869147672097e+03
 1 22 -1.819438659594e+03
 1 23 -1.775892101489e+03
 1 24 -1.492896272174e+03
 1 25 -1.385696609765e+03
 1 26 -1.274220549160e+03
 1 27 -1.116011476321e+03
 1 28 -1.007618687770e+03
 1 29 -8.940369504769e+02
 1 30 -8.027852112970e+02
 1 31 -7.153453058982e+02
 1 32 -6.316857560154e+02
 1 33 -5.709297367819e+02
 1 34 -5.117617392938e+02
 1 35 -4.523971350392e+02
 1 36 -3.962237733430e+02
 1 37 -3.415104345943e+02
 1 38 -2.894438843487e+02
 1 39 -2.400227909805e+02
 1 40 -1.926941657018e+02
 1 41 -1.509818463415e+02
 1 42 -1.147585733732e+02
 1 43 -8.198483666630e+01
 1 44 -5.696559613591e+01
 2  2  2.438878801650e+06
 2  3  5.714172584859e+05
 2  4  1.366478258036e+05
 2  5  4.800255586320e+04
 2  7 -1.580617074563e+05
 2  8 -7.905972103927e+04
 2  9  3.940879399269e+03
 2 10  3.940465587082e+03
 2 11  3.942748282177e+03
 2 12  3.941468381913e+03
 2 13  3.937118458131e+03
 2 14  3.930857013472e+03
 2 15  3.770841687407e+03
 2 16  3.486568231037e+03
 2 17  3.524752809231e+03
 2 18  3.555399407762e+03
 2 19  3.588652584958e+03
 2 20  3.251443401618e+03
